Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:00773001


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
773001;1;01/06/2008;1;20,5;74,2;21;16;1;1;1;;0;0,0;0,0;0,5;1,0;1,5;0,0;0,0;0,3;0,0;0,0;0,6;15,2;0,3;0,0;0,0;0,0;0,0;19,8;0,0;0,0;20,5;8,0;0,5;1,0;2,0;0,3;0,0;0,2;0,0;2,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2008;1;14,5;15,7;13;6;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,0;14,5;0,1;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/2008;1;9,2;23,7;2;3;1;1;1;;0;0,0;9,2;0,0;0,0;7,3;0,0;0,0;0,0;7,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/03/2008;1;9,1;62,6;19;12;1;1;1;;0;0,0;1,6;0,0;1,9;1,0;0,0;0,0;2,0;0,0;0,0;8,1;7,2;6,3;0,0;0,0;0,0;0,0;0,0;9,1;0,0;7,2;4,3;0,0;0,0;7,0;0,0;6,9;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/2008;1;7,6;41,7;7;16;1;1;1;;0;0,0;0,0;0,0;0,0;1,0;5,6;7,6;4,2;3,6;1,0;0,0;0,0;7,6;1,0;0,0;1,1;1,0;0,0;0,0;0,0;0,0;1,3;1,4;1,5;1,5;0,0;0,0;1,1;1,2;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
773001;1;01/01/2008;1;10,0;39,4;8;22;1;1;1;;0;0,0;0,9;0,4;0,0;0,0;0,0;0,0;10,0;2,0;0,3;0,7;0,8;0,0;0,0;0,2;0,6;0,9;0,3;0,5;4,4;0,3;0,4;0,3;4,4;0,0;0,0;0,3;0,5;0,2;1,0;10,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/2007;1;9,7;39,7;26;20;1;1;1;;0;0,0;0,2;0,5;0,0;0,3;0,3;0,2;2,0;0,0;0,3;0,0;0,2;0,0;0,0;2,0;0,0;4,2;0,0;1,0;3,3;4,7;0,0;1,0;2,0;0,9;9,7;0,0;0,0;4,7;0,2;2,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/2007;1;2,0;11,8;23;17;1;1;1;;0;0,0;0,0;0,3;0,0;0,0;0,2;0,0;0,0;0,8;1,0;0,0;0,0;1,0;0,5;0,9;0,7;0,6;0,3;0,0;0,0;0,0;1,0;2,0;0,8;0,0;0,7;0,2;0,3;0,5;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/2007;1;10,0;24,0;25;15;1;1;1;;0;4,4;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;1,0;0,9;0,7;0,5;0,8;0,6;0,3;0,5;0,7;0,0;0,0;2,0;10,0;0,0;0,0;0,7;0,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2007;1;7,2;25,5;16;8;1;1;1;;0;0,0;0,0;0,0;0,0;3,6;1,0;0,0;6,4;0,0;0,1;0,0;0,0;0,0;0,0;0,0;7,2;0,0;0,0;1,0;0,0;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/2007;1;6,0;10,4;23;6;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;2,0;0,5;0,0;0,0;0,0;0,0;6,0;0,0;0,5;0,0;0,8;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/2007;1;1,0;3,0;19;4;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/2007;1;0,9;3,1;4;5;1;1;1;;0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,4;0,3;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2007;1;1,0;4,1;16;7;1;1;1;;0;0,0;0,0;0,5;0,0;0,0;0,9;0,5;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/10/2006;1;10,0;125,7;18;24;1;1;1;;0;0,5;0,2;0,0;0,0;9,9;8,0;0,0;6,7;6,0;1,0;1,7;0,0;2,0;7,4;8,8;9,0;5,0;10,0;0,0;0,0;0,4;0,8;0,5;3,8;7,6;7,7;8,5;1,0;10,0;9,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2006;1;2,0;11,3;1;8;3;3;3;;0;2,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;1,0;0,0;0,0;0,8;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;2,0;;3;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;3;1;1;1;1;3;0;
773001;1;01/08/2006;1;1,0;4,0;28;5;3;3;3;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,8;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,8;1,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;
773001;1;01/07/2006;1;2,5;3,3;15;2;3;3;3;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;
773001;1;01/06/2006;1;8,0;20,6;21;6;3;3;3;;0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;1,0;0,0;0,0;0,0;2,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;3;1;1;3;1;1;1;3;3;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2006;1;1,0;1,7;1;3;3;3;3;;0;1,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;
773001;1;01/01/2006;1;3,0;14,6;26;14;1;1;1;;0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;2,0;1,0;0,0;0,0;0,0;0,2;0,8;1,0;0,5;0,2;0,7;0,8;1,0;0,6;0,0;0,0;0,0;2,0;3,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/2005;1;2,0;5,3;20;6;1;1;1;;0;0,0;0,8;0,0;0,0;0,0;0,0;0,5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,8;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/2005;1;10,0;32,1;1;16;1;1;1;;0;10,0;1,0;0,8;1,0;0,2;9,0;1,0;0,8;0,3;0,0;0,2;1,0;2,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;1,0;2,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/2005;1;1,0;5,3;19;6;1;1;1;;0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2005;1;1,0;4,3;12;6;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,5;0,8;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/2005;1;1,0;2,0;19;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/2005;1;2,0;3,3;4;3;1;1;1;;0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/2005;1;9,0;19,8;21;10;1;1;1;;0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;1,0;1,0;0,5;0,0;0,0;0,0;9,0;0,0;0,8;0,0;0,0;1,0;0,8;1,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2005;1;10,0;19,1;28;10;1;1;1;;0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;1,0;0,0;1,0;0,8;0,5;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;10,0;2,0;2,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/2005;1;9,0;30,6;27;12;1;1;1;;0;0,0;0,0;0,0;0,8;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;2,5;0,0;0,8;0,0;1,0;0,5;0,0;2,0;9,0;9,0;0,0;2,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/03/2005;1;9,2;29,1;15;17;1;1;1;;0;1,0;0,0;1,0;1,0;2,0;2,0;0,8;0,5;0,8;1,0;0,0;0,0;0,0;0,0;9,2;0,0;0,0;0,0;0,0;2,5;2,0;1,0;0,0;0,0;2,0;0,3;1,0;1,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/2005;1;10,0;53,8;2;18;1;1;1;;0;0,1;10,0;2,5;2,2;0,0;0,0;0,5;1,0;2,5;3,5;0,5;2,5;0,2;0,0;0,0;0,0;10,0;0,0;3,5;10,0;2,5;0,0;1,0;0,0;0,0;0,5;0,0;0,8;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
773001;1;01/01/2005;1;3,7;19,9;18;11;1;1;1;;0;0,0;1,0;0,8;2,5;0,0;0,0;3,0;3,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;3,7;0,0;0,0;0,0;0,0;1,0;0,5;0,0;0,0;0,0;2,4;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/2004;1;10,0;58,1;1;22;1;1;1;;0;10,0;0,0;10,0;0,0;1,0;0,0;2,5;1,0;2,3;2,4;1,0;2,5;0,0;1,0;0,0;2,3;2,5;0,5;0,8;0,0;1,0;2,0;0,0;1,0;10,0;2,0;1,0;0,8;0,5;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/2004;1;100,0;158,7;1;15;3;3;3;;0;100,0;13,0;0,0;0,0;4,0;1,0;13,0;0,0;0,0;0,0;0,0;1,0;10,0;1,0;0,0;0,0;2,7;4,0;2,0;0,0;0,0;2,0;0,0;3,0;1,0;0,0;0,0;0,0;0,0;1,0;;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/2004;1;10,0;68,9;13;17;1;1;1;;0;1,0;2,0;1,0;3,0;0,0;7,6;0,0;1,0;2,0;7,4;1,2;0,0;10,0;10,0;2,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;2,4;1,0;1,0;0,0;0,0;0,0;6,3;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2004;1;9,0;48,7;4;17;1;1;1;;0;0,0;5,2;3,5;9,0;1,0;1,0;3,0;1,0;1,0;8,8;1,0;1,0;0,5;0,0;0,0;0,0;1,0;4,2;3,5;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/2004;1;30,0;115,8;6;10;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;30,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;20,0;0,8;0,0;0,0;0,0;0,0;5,0;4,0;20,0;0,0;9,4;0,0;0,9;20,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/2004;1;20,0;37,4;18;9;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;5,5;1,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;4,2;1,0;1,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/2004;1;27,5;103,4;28;14;1;1;1;;0;0,0;0,0;1,6;0,0;0,0;0,0;0,0;1,3;0,0;0,9;1,0;1,7;6,2;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;2,9;6,2;20,0;13,7;14,5;27,5;3,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2004;1;0,0;0,0;1;0;1;1;1;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;
773001;1;01/10/2003;1;21,8;122,0;27;9;1;1;1;;0;6,5;0,0;0,0;12,0;0,0;15,0;0,0;0,0;0,0;0,0;10,0;21,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;0,0;0,0;0,0;20,9;21,8;11,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2003;1;27,4;90,6;28;11;1;1;1;;0;0,0;0,0;23,0;1,9;1,1;0,0;0,0;0,0;0,0;0,0;1,5;4,2;0,0;0,0;0,0;0,0;10,0;5,5;0,0;0,0;7,4;7,0;0,0;0,0;0,0;0,0;0,0;27,4;1,6;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/2003;1;24,0;68,2;3;9;1;1;1;;0;0,0;0,0;24,0;2,4;0,0;0,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;2,0;10,0;6,1;3,0;0,0;0,0;0,0;1,2;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/2003;1;8,5;23,0;11;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;8,5;0,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/2003;1;58,4;113,7;5;9;1;1;1;;0;1,3;0,0;0,0;0,0;58,4;7,3;0,0;7,4;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;4,0;0,0;13,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;11,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2003;1;43,0;201,0;29;14;1;1;1;;0;0,0;11,0;0,0;0,0;33,0;38,7;10,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;8,0;7,4;4,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;7,4;0,0;43,0;16,1;1,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/2003;1;96,0;274,0;21;11;1;1;1;;0;17,0;0,0;19,0;0,0;13,3;0,0;0,0;47,0;0,0;0,0;9,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;20,0;96,0;0,0;16,3;0,0;7,4;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/03/2003;1;51,0;141,5;12;9;1;1;1;;0;4,5;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;10,0;0,0;51,0;0,0;0,0;0,0;0,0;10,0;21,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,0;14,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/2003;1;58,1;256,4;28;15;1;1;1;;0;0,0;7,0;3,3;13,0;21,0;0,0;0,0;13,7;0,0;8,0;7,0;9,0;0,0;5,0;14,0;0,0;25,0;0,0;0,0;52,0;0,0;0,0;16,0;0,0;0,0;4,3;0,0;58,1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
773001;1;01/01/2003;1;53,5;210,4;31;8;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;26,7;31,7;0,0;0,0;0,0;11,9;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;34,5;38,0;0,0;0,0;0,0;8,3;0,0;0,0;0,0;0,0;0,0;53,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/2002;1;48,7;244,8;25;12;1;1;1;;0;27,0;0,0;10,0;0,0;35,4;8,0;7,0;0,0;0,0;0,0;0,0;17,4;0,0;0,0;0,0;0,0;28,0;0,0;0,0;0,0;10,0;0,0;23,5;0,0;48,7;3,5;0,0;26,3;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/2002;1;83,6;213,4;1;9;1;1;1;;0;83,6;0,0;0,0;0,0;0,0;29,0;0,0;0,0;0,0;0,0;0,0;0,0;33,0;8,0;0,0;0,0;7,4;0,0;0,0;0,0;0,0;4,0;5,4;0,0;33,0;0,0;10,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/2002;1;47,0;102,0;13;4;1;1;1;;0;28,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;47,0;0,0;0,0;0,0;0,0;6,0;21,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2002;1;48,0;179,5;9;7;1;1;1;;0;28,0;0,0;0,0;0,0;0,0;0,0;0,0;24,0;48,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,5;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;4,0;40,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/2002;1;19,0;50,3;25;4;1;1;1;;0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;7,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/2002;1;19,0;67,3;17;6;1;1;1;;0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;19,0;12,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,0;0,0;4,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/2002;1;22,0;50,0;20;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;6,0;8,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2002;1;46,0;202,1;11;13;1;1;1;;0;19,6;6,0;0,0;0,0;0,0;0,0;5,6;0,0;0,0;6,0;46,0;0,0;13,7;2,0;16,8;36,0;0,0;0,0;8,0;2,4;0,0;33,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/2002;1;103,0;323,4;14;10;1;1;1;;0;48,0;0,0;47,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;103,0;0,0;0,8;0,0;0,0;34,0;0,0;0,0;0,0;0,0;7,0;4,0;11,5;0,0;62,8;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
