Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:00773001


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
773001;1;01/03/2002;1;27,0;180,3;10;12;1;1;1;;0;22,4;0,0;12,5;0,0;0,0;0,0;0,0;0,0;6,3;27,0;6,3;0,0;13,0;1,0;0,0;0,0;0,0;23,0;18,0;0,0;0,0;0,0;0,0;0,0;20,0;23,3;7,5;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/2002;1;30,0;115,0;16;10;1;1;1;;0;0,0;6,0;5,0;0,0;8,0;0,0;0,0;0,0;2,0;0,0;11,0;0,0;0,0;0,0;0,0;30,0;14,0;0,0;0,0;0,0;11,3;0,0;6,3;0,0;0,0;0,0;0,0;21,4;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
773001;1;01/01/2002;1;64,1;265,7;18;10;1;1;1;;0;0,0;8,5;0,0;0,0;0,0;0,0;0,0;15,5;0,0;3,1;62,3;0,0;0,0;0,0;0,0;0,0;0,0;64,1;0,0;5,0;0,0;14,0;24,5;0,0;0,0;7,7;0,0;0,0;0,0;61,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/2001;1;80,0;190,8;2;11;1;1;1;;0;5,0;80,0;41,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;2,2;0,0;0,0;0,0;0,0;1,1;0,0;8,5;0,0;0,0;0,0;1,5;27,5;0,0;0,0;7,5;0,0;0,0;9,5;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/2001;1;38,2;118,3;21;10;1;1;1;;0;4,0;0,0;0,0;0,0;0,0;0,0;7,6;4,0;0,0;0,0;0,0;6,0;23,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,2;7,0;19,0;1,5;0,0;0,0;0,0;0,0;8,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/2001;1;67,0;194,5;13;9;1;1;1;;0;0,0;0,0;2,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;67,0;11,0;0,0;0,0;0,0;6,0;0,0;0,0;33,2;0,0;46,3;0,0;0,0;0,0;0,0;7,0;0,0;12,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2001;1;45,0;151,8;10;11;1;1;1;;0;0,0;0,0;0,0;19,0;8,5;3,1;1,3;0,0;0,0;45,0;20,0;0,0;0,0;0,0;5,4;0,0;7,0;0,0;0,0;0,0;0,0;9,5;0,0;0,0;0,0;0,0;0,0;21,0;12,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/2001;1;37,0;67,0;28;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0;37,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/2001;1;27,0;121,3;7;8;1;1;1;;0;0,0;0,0;0,0;0,0;4,5;0,0;27,0;2,3;0,0;0,0;15,5;0,0;5,0;0,0;0,0;0,0;0,0;21,5;0,0;0,0;0,0;0,0;26,5;0,0;0,0;0,0;0,0;19,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/2001;1;40,0;126,0;8;8;1;1;1;;0;24,0;7,3;14,5;0,0;0,0;13,3;12,4;40,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2001;1;93,0;248,5;14;9;1;1;1;;0;24,5;0,0;0,0;0,0;31,0;32,0;0,0;0,0;0,0;24,2;0,0;0,0;0,0;93,0;0,0;0,0;0,0;5,2;0,0;0,0;0,0;0,0;0,0;5,0;0,0;6,0;0,0;0,0;27,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/2001;1;45,5;177,9;7;11;1;1;1;;0;0,0;10,2;0,0;11,1;0,0;0,0;45,5;30,0;10,2;0,0;0,0;16,0;12,0;0,0;0,0;0,0;6,0;22,5;0,0;1,2;0,0;0,0;0,0;0,0;13,2;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/03/2001;1;96,0;234,5;1;10;1;1;1;;0;96,0;0,0;3,3;0,0;0,0;0,0;0,0;10,2;0,0;0,0;0,0;14,2;0,0;0,0;0,0;0,0;0,0;5,2;0,0;10,0;70,3;0,0;0,0;5,0;15,3;0,0;0,0;0,0;5,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/2001;1;40,0;287,6;13;16;1;1;1;;0;0,0;0,0;4,0;0,0;8,0;10,0;30,0;20,0;10,0;20,0;30,0;0,0;40,0;20,0;30,0;0,0;10,0;0,0;20,0;0,0;26,3;0,0;6,3;0,0;0,0;3,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
773001;1;01/01/2001;1;45,0;230,9;1;18;1;1;1;;0;45,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;9,5;11,5;25,0;32,5;0,0;9,0;7,6;0,0;7,5;7,3;9,5;13,5;21,0;0,0;0,0;0,0;2,7;4,0;11,0;1,5;0,0;0,0;9,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/2000;1;30,0;111,2;4;11;1;1;1;0;1;0,0;0,0;0,0;30,0;0,0;6,0;4,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;7,7;0,0;0,0;0,7;3,0;0,0;0,0;9,0;18,3;0,0;0,0;19,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/2000;1;36,0;89,1;23;7;1;1;1;0;1;0,0;10,3;0,0;1,5;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;36,0;0,0;10,5;0,0;0,0;0,0;0,0;15,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/2000;1;58,0;178,6;25;7;1;1;1;0;1;0,0;0,0;0,0;6,0;0,0;0,0;22,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;32,0;0,0;36,3;0,0;0,0;19,0;0,0;0,0;0,0;0,0;58,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/2000;1;53,0;150,3;23;8;1;1;1;0;1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;5,0;0,0;4,3;0,0;0,0;0,0;29,0;0,0;53,0;0,0;8,0;41,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/2000;1;40,0;103,8;4;7;1;1;1;0;1;0,0;0,0;10,0;40,0;9,0;0,0;7,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/2000;1;44,0;67,0;14;3;1;1;1;0;1;0,0;0,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/2000;1;90,1;202,3;16;5;1;1;1;0;1;0,0;0,0;0,0;0,0;0,0;19,2;0,0;0,0;41,0;0,0;0,0;0,0;0,0;0,0;0,0;90,1;0,0;22,0;0,0;0,0;30,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/2000;1;26,4;102,5;14;11;1;1;1;0;1;0,0;6,0;8,0;0,0;0,0;10,0;0,0;0,0;3,4;0,0;4,0;0,0;0,0;26,4;23,4;0,0;0,0;0,0;0,0;13,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;10,0;12,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/2000;1;63,5;268,6;21;12;1;1;0;0;1;30,0;35,0;25,0;0,0;10,0;20,0;26,0;0,0;0,0;18,6;0,0;0,0;0,0;0,0;11,5;10,6;0,0;0,0;0,0;0,0;63,5;0,0;0,0;13,4;0,0;0,0;5,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/03/2000;1;31,0;167,6;31;16;1;1;0;0;1;10,0;15,0;0,0;0,0;10,0;21,0;0,0;5,0;6,0;0,0;4,0;0,0;0,0;10,0;0,0;5,0;0,0;0,0;0,0;0,0;5,0;0,0;6,0;22,3;6,3;0,0;0,0;4,0;7,0;0,0;31,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/2000;1;15,0;86,0;21;13;1;1;0;0;1;5,0;2,0;0,0;4,0;6,0;0,0;0,0;8,0;0,0;0,0;10,0;0,0;0,0;0,0;6,0;0,0;8,0;0,0;0,0;4,0;15,0;0,0;0,0;6,0;0,0;7,0;0,0;5,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
773001;1;01/01/2000;1;10,0;84,5;9;14;1;1;0;0;1;5,0;0,0;6,0;4,3;0,0;0,0;0,0;0,0;10,0;0,0;6,0;4,2;0,0;7,0;0,0;0,0;0,0;0,0;6,0;0,0;10,0;0,0;5,0;0,0;0,0;8,0;4,0;0,0;5,0;0,0;4,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/1999;1;20,4;107,7;2;15;1;1;0;0;1;0,0;20,4;9,4;6,4;0,0;6,0;10,0;6,0;0,0;0,0;0,0;0,0;6,0;4,0;6,0;0,0;5,0;0,0;0,0;0,0;6,3;0,0;0,0;3,2;0,0;0,0;4,0;0,0;7,0;0,0;8,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/1999;1;86,0;149,5;22;5;1;1;0;0;1;0,0;0,0;0,0;0,0;30,0;0,0;0,0;0,0;0,0;22,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;86,0;0,0;0,0;10,0;0,0;1,2;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/1999;1;45,0;126,5;20;7;1;1;0;0;1;0,0;0,0;0,0;29,3;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;16,2;0,0;0,0;0,0;0,0;0,0;0,0;45,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,0;26,4;4,3;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/1999;1;76,2;247,0;28;7;1;1;0;0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,4;0,0;0,0;0,0;0,0;40,4;25,0;0,0;0,0;23,0;60,0;0,0;0,0;10,0;0,0;0,0;0,0;76,2;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/1999;1;16,0;51,7;8;4;1;1;0;0;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;0,0;14,3;0,0;0,0;0,0;0,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/1999;1;17,4;39,6;24;5;1;1;0;0;1;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;7,0;9,0;0,0;0,0;0,0;0,0;17,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/1999;1;24,5;103,5;28;9;1;1;0;0;1;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,0;6,0;21,0;3,0;0,0;10,0;0,0;0,0;24,5;1,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/1999;1;38,0;330,0;4;16;1;1;0;0;1;33,2;12,0;35,0;38,0;24,0;0,0;0,0;0,0;30,0;0,0;0,0;32,4;18,0;5,0;5,0;18,3;1,1;24,0;0,0;28,0;0,0;0,0;0,0;0,0;18,0;0,0;0,0;0,0;8,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/1999;1;35,3;189,2;1;12;1;1;0;0;1;35,3;1,0;0,0;0,0;26,2;0,0;0,0;10,0;10,0;16,3;16,9;4,4;0,0;0,0;0,0;0,9;18,0;23,0;0,0;0,0;0,0;0,0;0,0;0,0;27,2;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/03/1999;1;39,2;170,6;3;11;1;1;0;0;1;0,0;0,0;39,2;11,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;20,0;0,0;10,0;20,0;10,0;10,3;0,0;11,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/1999;1;68,3;202,2;9;14;1;1;0;0;1;0,0;5,0;10,0;0,0;0,0;4,0;5,0;0,0;68,3;0,0;0,0;26,0;0,0;0,0;0,0;33,3;15,0;10,0;0,0;2,0;0,0;0,0;14,9;2,3;0,4;6,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
773001;1;01/01/1999;1;82,0;320,0;5;20;1;1;0;0;1;16,0;12,0;0,0;0,0;82,0;16,0;19,0;10,0;0,0;20,0;32,0;18,0;15,0;0,0;5,0;0,0;10,0;0,0;5,0;0,0;6,0;0,0;4,0;0,0;5,0;0,0;10,0;5,0;0,0;20,0;10,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/1998;1;32,0;332,0;5;20;1;1;0;1996,69995117187;1;16,4;0,0;0,0;0,0;32,0;16,0;6,0;0,0;0,0;14,0;12,4;16,0;18,0;16,0;0,0;0,0;0,0;13,0;18,0;20,0;0,0;12,0;20,0;0,0;0,0;11,0;24,0;13,0;18,2;20,0;16,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/1998;1;39,2;141,5;19;12;1;1;0;1996,69995117187;1;10,3;5,0;0,0;4,0;5,0;0,0;5,3;0,0;0,0;0,0;0,0;7,0;0,0;16,2;0,0;15,2;0,0;0,0;39,2;0,0;0,0;0,0;0,0;14,0;0,0;5,3;0,0;0,0;15,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/1998;1;43,3;170,8;19;10;1;1;0;1996,69995117187;1;0,0;0,0;0,0;14,4;0,0;0,0;0,0;0,0;20,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,3;6,0;20,3;0,0;0,0;0,0;15,3;4,0;0,0;0,0;4,3;41,3;1,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/1998;1;62,4;99,6;5;4;1;1;0;1996,69995117187;1;0,0;0,0;0,0;0,0;62,4;0,0;0,0;0,0;0,0;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/1998;1;6,2;7,4;16;2;1;1;0;1996,69995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/1998;1;46,3;98,4;17;5;1;1;0;1996,69995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,2;0,0;0,0;0,0;0,0;0,0;0,0;46,3;7,2;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;17,3;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/1998;1;18,0;64,7;12;7;1;1;0;1996,69995117187;1;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;8,2;0,0;0,0;12,1;4,1;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/1998;1;98,3;184,9;31;8;1;1;0;1996,69995117187;1;21,3;0,0;0,0;0,0;0,0;24,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;4,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,3;2,4;0,0;11,3;0,0;98,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/04/1998;1;54,2;220,2;30;12;1;1;0;1996,69995117187;1;1,0;20,0;15,0;10,0;0,0;0,0;0,0;38,2;0,0;0,0;0,0;0,0;0,0;7,0;0,0;9,2;0,0;0,0;20,0;0,0;0,0;25,0;18,2;2,4;0,0;0,0;0,0;0,0;0,0;54,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/03/1998;1;62,0;253,6;20;13;1;1;0;1996,69995117187;1;0,0;28,0;15,0;10,0;12,0;0,0;16,0;0,0;0,0;0,0;0,0;0,0;50,0;0,0;0,0;0,0;0,0;0,0;0,0;62,0;0,0;0,0;6,3;5,2;0,0;0,0;22,3;2,4;7,4;17,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/02/1998;1;48,0;160,3;4;13;1;1;0;1996,69995117187;1;2,2;0,0;0,0;48,0;5,0;8,3;0,0;0,0;7,0;23,0;0,0;14,1;0,0;0,0;0,0;1,4;0,0;17,0;0,0;17,1;7,0;0,0;0,0;0,0;0,0;0,0;5,2;5,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
773001;1;01/01/1998;1;68,3;263,3;3;11;1;1;0;1996,69995117187;1;0,0;15,0;68,3;13,0;0,0;0,0;30,4;19,3;0,0;0,0;0,0;0,0;0,0;60,0;0,0;0,0;8,3;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;3,4;18,2;17,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/12/1997;1;36,3;126,6;20;8;1;1;0;1506,80004882813;1;7,0;0,0;0,0;0,0;8,3;0,0;0,0;4,3;18,0;0,0;0,0;0,0;0,0;0,0;0,0;18,2;0,0;0,0;0,0;36,3;0,0;0,0;23,2;0,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/11/1997;1;50,0;182,3;17;10;1;1;0;1506,80004882813;1;0,0;5,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;25,0;0,0;0,0;0,0;0,0;0,0;24,0;50,0;0,0;0,0;23,0;0,0;3,0;0,0;13,3;0,0;0,0;0,0;29,0;6,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/10/1997;1;32,0;115,0;30;9;1;1;0;1506,80004882813;1;0,0;0,0;0,0;0,0;0,0;26,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;6,0;0,0;0,0;8,0;10,0;0,0;0,0;0,0;11,0;0,0;0,0;7,0;0,0;0,0;0,0;7,0;32,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/09/1997;1;45,0;125,0;23;5;1;1;0;1506,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,0;7,0;8,0;0,0;35,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/08/1997;1;26,0;95,0;2;6;1;1;0;1506,80004882813;1;14,0;26,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;0,0;0,0;0,0;23,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/07/1997;1;4,0;6,0;4;2;1;1;0;1506,80004882813;1;0,0;0,0;0,0;4,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
773001;1;01/06/1997;1;19,0;47,0;7;4;1;1;0;1506,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;19,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
773001;1;01/05/1997;1;20,0;128,3;10;9;1;1;0;1506,80004882813;1;0,0;0,0;0,0;18,0;4,0;0,0;0,0;0,0;0,0;20,0;0,0;0,0;20,0;0,0;15,0;0,0;15,0;0,0;15,0;0,0;4,0;17,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
